Biomass,C (wt%),H (wt%),O (wt%),N (wt%),S (wt%),H/C (wt%),O/C (wt%),(O+N)/C (wt%),BHHV (MJ/kg),VM (wt%),FC (wt%),Ash (wt%),VM/FC (wt%),CL (wt%),HC (wt%),LG (wt%),Temp (°C),Time (min),HR (°C/min),HHV (MJ/kg),Yield (%),CER (%),Reference
Mesocarp fiber,45.03,6.15,47.89,0.94,0,1.64,0.8,0.82,15.45,85.34,8.32,6.35,10.26,23.7,30.5,27.3,500,6,10,29.06,29.8,56.04,https://doi.org/10.1007/s12155-013-9313-8
Palm empty fruit bunches,43.06,5.98,50.42,0.55,0,1.65,0.88,0.89,14.09,85.28,11.6,3.11,7.35,51.2,22.5,21.3,500,14,10,21.34,29.05,43.99,https://doi.org/10.1007/s12155-013-9313-8
Palm shell,52.05,5.37,42.1,0.49,0,1.23,0.61,0.61,17.75,77.12,13.85,9.02,5.57,27.7,21.6,44,500,16,10,28.85,35.26,57.32,https://doi.org/10.1007/s12155-013-9313-8
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,16,33.24,200,15,22,20,94.9,88.5,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,16.77,27.54,200,30,10,19.9,92.7,86,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,200,45,10,20.87,93.2,90.7,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,200,60,10,20.87,93.1,90.61,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,16,33.24,250,15,22,20.22,91.6,86.38,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,16.77,27.54,250,30,10,20.12,86.6,81.24,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,250,45,10,21.01,82.2,80.52,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,250,60,10,21.01,81.7,80.03,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,15.85,33.24,275,15,17,20.21,85.86,80.9,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.1,16.77,27.54,275,30,10,25.29,72.07,84.99,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,275,45,10,26.47,68.6,84.67,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,275,60,10,26.56,66.6,82.48,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.07,15.72,33.23,300,15,16,25.5,78.5,93.34,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,34.07,16.63,27.53,300,30,10,25.97,63,76.29,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,300,45,10,26.9,58.6,73.5,https://doi.org/10.1016/j.apenergy.2018.03.129
Chinese medicine residue,52.86,7.22,37.77,2.15,0.12,1.63,0.54,0.57,21.45,87.61,9.89,2.5,8.86,6,9.35,7.85,300,60,10,26.94,55.7,69.97,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,15.47,35.66,200,15,22,20.06,98.2,90.86,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,16.05,31.14,200,30,10,19.62,97,87.81,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,200,45,10,20.51,96.79,91.59,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,200,60,11,20.81,94.55,90.78,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,15.47,35.66,250,15,22,20.33,96.65,90.64,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,16.05,31.14,250,30,10,19.98,90.97,83.83,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,250,45,10,21.1,85.5,83.21,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,250,60,10,25.37,81.1,94.92,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,15.33,35.66,275,15,17,24.44,85.03,95.87,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,16.05,31.16,275,30,10,24.08,74.43,82.68,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,275,45,10,25.68,65.74,77.88,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,275,60,10,26.68,63.8,78.52,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,15.2,35.65,300,15,18,25.96,63.91,76.54,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,48.92,15.93,31.11,300,30,10,25.94,62.82,75.17,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,300,45,10,27.07,57.86,72.26,https://doi.org/10.1016/j.apenergy.2018.03.129
Spent coffee grounds,52.99,7.29,37.22,2.5,0,1.64,0.53,0.57,21.68,88.81,10.43,0.76,8.51,8.17,9.98,15.01,300,60,10,27.18,55.43,69.5,https://doi.org/10.1016/j.apenergy.2018.03.129
Microalgae residue,36.49,6.12,49.51,7.89,0,2,1.02,1.2,12.24,63.02,12.76,24.22,4.94,33.64,23.98,24.44,300,8,11,16.93,56.42,78.07,https://doi.org/10.1016/j.apenergy.2018.03.129
Corn stalks,46.6,5.96,42.4,0.47,0.2,1.52,0.68,0.69,16.71,84.51,10.77,4.72,7.85,33.24,19.11,15.44,900,26,10,18.6,26.28,29.25,https://doi.org/10.1016/j.biombioe.2024.107302
Corn cob,42.1,5.9,51.02,0.5,0.48,1.67,0.91,0.92,13.59,91.16,6.54,2.3,13.94,33.78,34.11,17.63,300,0,20,23.94,33,58.12,https://doi.org/10.1016/j.biortech.2017.02.046
Corn cob,42.1,5.9,51.02,0.5,0.48,1.67,0.91,0.92,13.59,91.16,6.54,2.3,13.94,33.78,34.11,17.63,350,0,20,24.37,25,44.82,https://doi.org/10.1016/j.biortech.2017.02.046
Corn cob,42.1,5.9,51.02,0.5,0.48,1.67,0.91,0.92,13.59,91.16,6.54,2.3,13.94,33.78,34.11,17.63,400,0,20,24.39,25,44.86,https://doi.org/10.1016/j.biortech.2017.02.046
Corn cob,42.1,5.9,51.02,0.5,0.48,1.67,0.91,0.92,13.59,91.16,6.54,2.3,13.94,33.78,34.11,17.63,450,0,20,24.49,24,43.24,https://doi.org/10.1016/j.biortech.2017.02.046
Rice husk,41.92,6.34,49.42,1.85,0.47,1.8,0.88,0.92,14.45,73.42,11.44,15.14,6.42,35.42,36.1,23.29,300,0,20,17.81,43.3,53.38,https://doi.org/10.1016/j.biortech.2017.02.046
Rice husk,41.92,6.34,49.42,1.85,0.47,1.8,0.88,0.92,14.45,73.42,11.44,15.14,6.42,35.41,36.1,23.29,350,0,20,18.12,37.2,46.66,https://doi.org/10.1016/j.biortech.2017.02.046
Rice husk,41.92,6.34,49.42,1.85,0.47,1.8,0.88,0.92,14.45,73.42,11.44,15.14,6.42,35.39,36.1,23.29,400,0,20,18.26,35.3,44.62,https://doi.org/10.1016/j.biortech.2017.02.046
Rice husk,41.92,6.34,49.42,1.85,0.47,1.8,0.88,0.92,14.45,73.42,11.44,15.14,6.42,35.38,36.1,23.29,450,0,20,18.27,35,44.27,https://doi.org/10.1016/j.biortech.2017.02.046
Rice straw,36.07,5.2,57.83,0.64,0.26,1.72,1.2,1.22,9.32,78.07,6.93,15,11.27,34.84,28.38,17.82,300,0,20,18.71,35.1,70.47,https://doi.org/10.1016/j.biortech.2017.02.046
Rice straw,36.07,5.2,57.83,0.64,0.26,1.72,1.2,1.22,9.32,78.07,6.93,15,11.27,34.84,28.38,17.82,350,0,20,18.7,35,70.23,https://doi.org/10.1016/j.biortech.2017.02.046
Rice straw,36.07,5.2,57.83,0.64,0.26,1.72,1.2,1.22,9.32,78.07,6.93,15,11.27,34.96,28.4,17.84,400,0,20,18.96,33.5,68.16,https://doi.org/10.1016/j.biortech.2017.02.046
Rice straw,36.07,5.2,57.83,0.64,0.26,1.72,1.2,1.22,9.32,78.07,6.93,15,11.27,34.96,28.38,17.92,450,0,20,18.97,33.1,67.38,https://doi.org/10.1016/j.biortech.2017.02.046
Wheat straw,38.34,5.47,55.22,0.6,0.37,1.7,1.08,1.09,10.95,83.08,10.29,6.63,8.07,40.49,27.45,18.39,300,0,20,20.87,36.1,68.81,https://doi.org/10.1016/j.biortech.2017.02.046
Wheat straw,38.34,5.47,55.22,0.6,0.37,1.7,1.08,1.09,10.95,83.08,10.29,6.63,8.07,40.49,27.45,18.39,350,0,20,20.84,34.6,65.86,https://doi.org/10.1016/j.biortech.2017.02.046
Wheat straw,38.34,5.47,55.22,0.6,0.37,1.7,1.08,1.09,10.95,83.08,10.29,6.63,8.07,40.49,27.45,18.39,400,0,20,20.86,34.4,65.54,https://doi.org/10.1016/j.biortech.2017.02.046
Wheat straw,38.34,5.47,55.22,0.6,0.37,1.7,1.08,1.09,10.95,83.08,10.29,6.63,8.07,40.49,27.45,18.39,450,0,20,21.02,32.4,62.2,https://doi.org/10.1016/j.biortech.2017.02.046
Oil palm mesocarp fiber,45.38,10.59,42.04,1.32,0.67,2.78,0.7,0.72,23.02,71.59,27.01,1.4,2.65,40.12,20.12,30.33,400,15,10,24.84,39.95,43.11,https://doi.org/10.1016/j.biortech.2017.05.180
Oil palm mesocarp fiber,45.38,10.59,42.04,1.32,0.67,2.78,0.7,0.72,23.02,71.59,27.01,1.4,2.65,40.12,20.12,30.33,450,15,10,24.84,37.8,40.79,https://doi.org/10.1016/j.biortech.2017.05.180
Oil palm mesocarp fiber,45.38,10.59,42.04,1.32,0.67,2.78,0.7,0.72,23.02,71.59,27.01,1.4,2.65,40.12,20.12,30.33,500,15,10,24.84,34.32,37.03,https://doi.org/10.1016/j.biortech.2017.05.180
Oil palm mesocarp fiber,45.38,10.59,42.04,1.32,0.67,2.78,0.7,0.72,23.02,71.59,27.01,1.4,2.65,40.12,20.12,30.33,550,15,10,24.84,34.32,37.03,https://doi.org/10.1016/j.biortech.2017.05.180
Oil palm mesocarp fiber,45.38,10.59,42.04,1.32,0.67,2.78,0.7,0.72,23.02,71.59,27.01,1.4,2.65,40.12,20.12,30.33,600,15,10,24.84,32.69,35.27,https://doi.org/10.1016/j.biortech.2017.05.180
Palm frond,41,6.74,51.24,0.67,0.35,1.96,0.94,0.95,14.37,75.16,18.97,5.87,3.96,45.22,19.22,31.24,400,15,10,24.15,30.98,52.07,https://doi.org/10.1016/j.biortech.2017.05.180
Palm frond,41,6.74,51.24,0.67,0.35,1.96,0.94,0.95,14.37,75.16,18.97,5.87,3.96,45.22,19.22,31.24,450,15,10,24.15,29.19,49.06,https://doi.org/10.1016/j.biortech.2017.05.180
Palm frond,41,6.74,51.24,0.67,0.35,1.96,0.94,0.95,14.37,75.16,18.97,5.87,3.96,45.22,19.22,31.24,500,15,10,24.15,27.79,46.7,https://doi.org/10.1016/j.biortech.2017.05.180
Palm frond,41,6.74,51.24,0.67,0.35,1.96,0.94,0.95,14.37,75.16,18.97,5.87,3.96,45.22,19.22,31.24,550,15,10,24.15,26.39,44.35,https://doi.org/10.1016/j.biortech.2017.05.180
Palm frond,41,6.74,51.24,0.67,0.35,1.96,0.94,0.95,14.37,75.16,18.97,5.87,3.96,45.22,19.22,31.24,600,15,10,24.15,24.03,40.39,https://doi.org/10.1016/j.biortech.2017.05.180
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,100,0,5,11.4,89.72,89.77,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,200,0,5,11.47,77.97,78.51,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,300,0,5,19.99,43.58,76.46,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,400,0,5,20.67,20.29,36.81,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,500,0,5,20.77,12.2,22.24,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,600,0,5,20.81,9.51,17.37,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,700,0,5,20.89,7.92,14.52,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,800,0,5,20.74,5.54,10.08,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,900,0,5,21.73,21.41,40.83,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,100,0,10,11.63,85.14,86.93,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,200,0,10,12.23,77.46,83.17,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,300,0,10,19.85,49.45,86.15,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,400,0,10,20.59,22.66,40.95,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,500,0,10,20.69,14.42,26.19,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,600,0,10,20.77,11.25,20.51,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,700,0,10,20.84,9.98,18.25,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,800,0,10,20.67,7.92,14.37,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,900,0,10,20.67,4.75,8.62,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,100,0,15,11.32,84.59,84.06,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,200,0,15,12.82,73.9,83.16,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,300,0,15,16.74,54.35,79.85,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,400,0,15,20.38,25.36,45.36,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,500,0,15,20.59,17.43,31.5,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,600,0,15,20.66,14.89,27,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,700,0,15,20.74,12.83,23.35,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,800,0,15,20.57,10.14,18.31,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,900,0,15,20.57,6.49,11.72,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,100,0,20,11.99,84.14,88.56,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,200,0,20,12.02,83.04,87.63,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,300,0,20,19.36,53.25,90.48,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,400,0,20,19.97,22.66,39.72,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,500,0,20,20.11,13.79,24.34,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,600,0,20,20.14,10.46,18.49,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,700,0,20,20.21,8.87,15.73,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,800,0,20,20.07,7.13,12.56,https://doi.org/10.1016/j.biteb.2020.100558
Garlic shell,42.1,4.6,52.87,0.09,0.34,1.3,0.94,0.94,11.39,76.72,12.23,11.05,6.27,41.32,29.34,17.14,900,0,20,20.07,5.07,8.93,https://doi.org/10.1016/j.biteb.2020.100558
Coconut husk,42.15,6.37,48.1,0.48,0.91,1.8,0.86,0.87,14.84,84.11,13.9,1.99,6.05,10.67,21.65,17.04,400,0,11,23.33,33.77,53.08,https://doi.org/10.1016/j.biteb.2024.101831
Coconut husk,42.15,6.37,48.1,0.48,0.91,1.8,0.86,0.87,14.84,84.11,13.9,1.99,6.05,10.67,21.65,17.04,500,0,11,23.34,28.92,45.47,https://doi.org/10.1016/j.biteb.2024.101831
Coconut husk,42.15,6.37,48.1,0.48,0.91,1.8,0.86,0.87,14.84,84.11,13.9,1.99,6.05,10.67,21.65,17.04,600,0,11,23.52,27.55,43.65,https://doi.org/10.1016/j.biteb.2024.101831
Coffee shell,50,6.33,32.58,0.96,0.07,1.51,0.49,0.51,20.13,68.87,20.11,11.02,3.42,40.66,24.66,26.17,215,29,10,21.83,86.49,93.79,https://doi.org/10.1016/j.ecmx.2024.100723
Coffee shell,50,6.33,32.58,0.96,0.07,1.51,0.49,0.51,20.13,68.87,20.11,11.02,3.42,40.47,24.25,26.18,425,29,10,25.69,41.62,53.11,https://doi.org/10.1016/j.ecmx.2024.100723
Coffee shell,50,6.33,32.58,0.96,0.07,1.51,0.49,0.51,20.13,68.87,20.11,11.02,3.42,40.24,23.75,25.37,950,27,10,26.07,5.13,6.64,https://doi.org/10.1016/j.ecmx.2024.100723
Peanut shell,45.68,4.91,40.76,1.52,0.05,1.28,0.67,0.7,15.18,71.17,21.23,7.6,3.35,37.36,22.34,27.11,215,30,10,17.58,75.78,87.76,https://doi.org/10.1016/j.ecmx.2024.100723
Peanut shell,45.68,4.91,40.76,1.52,0.05,1.28,0.67,0.7,15.18,71.17,21.23,7.6,3.35,37.23,22.08,27.08,425,30,10,24.45,40.99,66.02,https://doi.org/10.1016/j.ecmx.2024.100723
Peanut shell,45.68,4.91,40.76,1.52,0.05,1.28,0.67,0.7,15.18,71.17,21.23,7.6,3.35,37,21.51,27.06,950,30,10,24.82,6.01,9.83,https://doi.org/10.1016/j.ecmx.2024.100723
Macadamia nuts,52.49,5.49,37.19,1.77,0.03,1.25,0.53,0.56,18.95,73.99,22.74,3.27,3.25,42.16,18.81,28.6,175,30,10,20.29,83.38,89.3,https://doi.org/10.1016/j.ecmx.2024.100723
Macadamia nuts,52.49,5.49,37.19,1.77,0.03,1.25,0.53,0.56,18.95,73.99,22.74,3.27,3.25,42.04,18.59,29.06,440,29,10,27.77,37.82,55.44,https://doi.org/10.1016/j.ecmx.2024.100723
Macadamia nuts,52.49,5.49,37.19,1.77,0.03,1.25,0.53,0.56,18.95,73.99,22.74,3.27,3.25,41.94,18.99,27.7,950,30,10,27.86,3.42,5.03,https://doi.org/10.1016/j.ecmx.2024.100723
Rice husk,40.31,4.26,34.88,1.53,0.01,1.26,0.65,0.68,13.48,62.9,16.9,20.2,3.72,36.31,24.63,26.27,180,30,10,14.89,82.69,91.32,https://doi.org/10.1016/j.ecmx.2024.100723
Rice husk,40.31,4.26,34.88,1.53,0.01,1.26,0.65,0.68,13.48,62.9,16.9,20.2,3.72,36.18,24.37,26.21,435,30,10,17.4,44.55,57.49,https://doi.org/10.1016/j.ecmx.2024.100723
Rice husk,40.31,4.26,34.88,1.53,0.01,1.26,0.65,0.68,13.48,62.9,16.9,20.2,3.72,36.16,23.76,25.72,950,30,10,18.3,16.23,22.03,https://doi.org/10.1016/j.ecmx.2024.100723
Tea waste,49.98,5,33.96,2.68,0.04,1.19,0.51,0.56,17.98,66.75,24.4,8.85,2.74,37.32,24.35,27.47,185,30,10,19.94,83.36,92.47,https://doi.org/10.1016/j.ecmx.2024.100723
Tea waste,49.98,5,33.96,2.68,0.04,1.19,0.51,0.56,17.98,66.75,24.4,8.85,2.74,37.19,24.06,27.44,430,30,10,26.72,45.16,67.13,https://doi.org/10.1016/j.ecmx.2024.100723
Tea waste,49.98,5,33.96,2.68,0.04,1.19,0.51,0.56,17.98,66.75,24.4,8.85,2.74,36.96,23.61,26.83,950,29,10,26.89,0.3,0.45,https://doi.org/10.1016/j.ecmx.2024.100723
Palm kernel shell,50.73,5.97,40.83,0.36,0.06,1.4,0.6,0.61,18.39,75.21,22.74,2.05,3.31,24.25,21.95,47.35,650,10,20,27.4,24.88,37.07,https://doi.org/10.1016/j.enconman.2016.07.038
Palm kernel shell,50.73,5.97,40.83,0.36,0.06,1.4,0.6,0.61,18.39,75.21,22.74,2.05,3.31,24.25,21.95,47.35,700,10,20,27.23,24.01,35.55,https://doi.org/10.1016/j.enconman.2016.07.038
Palm kernel shell,50.73,5.97,40.83,0.36,0.06,1.4,0.6,0.61,18.39,75.21,22.74,2.05,3.31,24.25,21.95,47.35,750,10,20,27.09,22.69,33.43,https://doi.org/10.1016/j.enconman.2016.07.038
Palm kernel shell,50.73,5.97,40.83,0.36,0.06,1.4,0.6,0.61,18.39,75.21,22.74,2.05,3.31,24.25,21.95,47.35,800,10,20,27.02,20.87,30.66,https://doi.org/10.1016/j.enconman.2016.07.038
